City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,gizo,-8.103,156.8419,27.17,84,100,9.95,SB,1722722037
364,pangody,65.85,74.4859,17.39,92,89,4.2,RU,1722722039
365,bodden town,19.2833,-81.25,31.1,79,75,4.63,KY,1722721855
366,arraial do cabo,-22.9661,-42.0278,22.92,78,75,5.66,BR,1722721886
367,patacamaya,-17.2333,-67.9167,12.12,19,0,6.44,BO,1722722043
368,kudat,6.8837,116.8477,22.96,100,93,1.03,MY,1722722044
369,derbent,42.0678,48.2899,25.44,62,91,2.43,RU,1722722045
370,santana,-0.0583,-51.1817,32.1,62,20,2.57,BR,1722722046
371,iguape,-24.7081,-47.5553,18.49,86,0,4.3,BR,1722722047
372,la'ie,21.6477,-157.9253,29.98,73,40,2.68,US,1722722048
373,bugiri,0.5714,33.7417,19.1,81,99,2.88,UG,1722722050
374,yuzhno-kurilsk,44.0306,145.8556,18.46,91,81,3.2,RU,1722722051
375,east london,-33.0153,27.9116,19.17,28,41,4.55,ZA,1722722052
376,dankalwa,11.7443,12.1867,25.0,76,77,3.42,NG,1722722053
377,itamaraca,-7.7478,-34.8256,26.03,77,12,4.95,BR,1722722054
378,fomeque,4.488,-73.8975,22.42,85,60,2.38,CO,1722722055
379,sinazongwe,-17.2614,27.4618,19.4,35,5,0.64,ZM,1722722057
380,sisimiut,66.9395,-53.6735,7.57,79,9,3.05,GL,1722722058
381,sanghar,26.0466,68.9481,26.35,90,95,2.97,PK,1722722059
382,maragogi,-9.0122,-35.2225,22.69,88,61,4.6,BR,1722722060
383,nantucket,41.2835,-70.0995,28.38,87,0,7.2,US,1722722061
384,yibin,28.7667,104.6238,24.63,96,100,0.97,CN,1722721798
385,makurazaki,31.2667,130.3167,26.34,92,34,1.29,JP,1722722064
386,st. john's,47.5649,-52.7093,24.66,60,20,8.23,CA,1722721918
387,shimoda,34.6667,138.95,26.17,77,7,2.02,JP,1722722066
388,kralendijk,12.15,-68.2667,30.99,66,40,7.72,BQ,1722722067
389,revda,56.801,59.9303,11.51,98,62,1.8,RU,1722722068
390,wellington,-41.2866,174.7756,7.15,87,75,4.12,NZ,1722722069
391,veraval,20.9,70.3667,27.31,88,100,8.46,IN,1722722070
392,tafuna,-14.3358,-170.72,29.97,70,40,3.09,AS,1722722072
393,beterou,9.1992,2.2586,22.39,95,97,1.95,BJ,1722722073
394,lata,40.1629,-8.3327,18.37,92,0,1.15,PT,1722722074
395,cidreira,-30.1811,-50.2056,17.89,84,63,4.55,BR,1722722075
396,chincha alta,-13.4099,-76.1323,17.33,79,20,2.33,PE,1722722076
397,ujae,8.9322,165.7642,28.56,74,3,2.5,MH,1722722077
398,portland,45.5234,-122.6762,29.96,33,100,1.34,US,1722721646
399,suntar,62.1444,117.6319,14.2,62,100,1.16,RU,1722722080
400,toro,4.6117,-76.0814,30.38,78,97,3.46,CO,1722722081
401,pala,9.3642,14.9046,23.67,84,100,1.47,TD,1722722082
402,north lakhimpur,27.2333,94.1167,24.76,96,22,1.11,IN,1722722083
403,george town,5.4112,100.3354,26.96,73,20,1.54,MY,1722721876
404,kabwe,-14.4469,28.4464,15.5,42,6,2.75,ZM,1722722085
405,freetown,8.484,-13.2299,24.82,88,100,5.63,SL,1722722086
406,rakops,-21.0167,24.3333,19.58,19,1,4.0,BW,1722722087
407,kangaba,11.9333,-8.4167,22.79,94,100,1.63,ML,1722722089
408,masina,-4.3836,15.3914,25.19,45,17,2.16,CD,1722722090
409,seguin,29.5688,-97.9647,38.47,44,0,1.34,US,1722721948
410,nemuro,43.3236,145.575,17.37,95,88,4.53,JP,1722722092
411,kwang binh,17.4833,106.6,25.03,79,7,2.22,VN,1722722093
412,knyaze-volkonskoye,48.4642,135.4567,16.19,84,3,2.15,RU,1722722094
413,peniche,39.3558,-9.3811,20.16,91,0,6.84,PT,1722722096
414,tarawa,1.419,172.984,28.05,89,20,5.14,KI,1722722097
415,khemisset,33.6667,-6.25,26.59,44,0,1.66,MA,1722722098
416,darwin,-12.4611,130.8418,21.99,78,40,1.54,AU,1722721505
417,south valley,35.0101,-106.6781,37.06,26,75,5.14,US,1722722100
418,porto novo,6.4965,2.6036,24.07,88,100,3.36,BJ,1722722102
419,vadso,70.0744,29.7487,10.49,87,100,5.14,NO,1722722103
420,sao jose da coroa grande,-8.8978,-35.1478,23.5,84,53,4.95,BR,1722721885
421,sabang,5.8933,95.3214,28.25,73,100,7.3,ID,1722722106
422,sodankyla,67.4167,26.6,11.73,80,8,2.09,FI,1722722107
423,beolgyo,34.8449,127.3429,27.09,86,0,1.59,KR,1722722108
424,hafnarfjordur,64.0671,-21.9377,13.93,58,75,8.23,IS,1722722109
425,vanimo,-2.6741,141.3028,25.7,92,94,2.43,PG,1722722110
426,naqadeh,36.9553,45.388,22.77,52,52,4.19,IR,1722722111
427,susuman,62.7833,148.1667,11.03,52,12,1.04,RU,1722722113
428,bazarak,35.3129,69.5152,16.37,40,1,3.94,AF,1722722114
429,ayabaca,-4.6398,-79.7149,14.18,63,35,3.1,PE,1722722115
430,zaragoza,41.6561,-0.8773,25.82,43,0,7.72,ES,1722722116
431,el calafate,-50.3408,-72.2768,1.87,94,100,0.63,AR,1722722117
432,yinzhu,35.8786,119.9753,27.1,94,49,2.54,CN,1722722118
433,kaa-khem,51.6833,94.7333,17.39,63,80,1.06,RU,1722722119
434,furtwangen,48.05,8.2,15.85,90,74,0.47,DE,1722722120
435,punta de bombon,-17.1717,-71.7931,15.71,83,12,2.82,PE,1722722122
436,reggane,26.7158,0.1714,37.59,7,0,6.63,DZ,1722722123
437,aykhal,66.0,111.5,14.81,60,65,2.32,RU,1722722124
438,conde,-7.2597,-34.9075,24.7,73,0,4.63,BR,1722722125
439,cohoes,42.7742,-73.7001,29.0,79,23,1.34,US,1722722126
440,sadjoavato,-12.6334,49.349,18.31,66,30,2.63,MG,1722722127
441,isangel,-19.55,169.2667,22.02,59,0,5.94,VU,1722722128
442,micheweni,-4.9667,39.8333,24.15,75,11,5.4,TZ,1722722131
443,hilo,19.7297,-155.09,25.85,94,100,3.58,US,1722722132
444,gantang,26.92,119.6333,26.09,96,24,0.72,CN,1722722133
445,faya-largeau,17.9257,19.1043,34.41,40,71,4.94,TD,1722722134
446,santo antonio,-6.3106,-35.4789,21.83,78,1,6.19,BR,1722722135
447,amos,48.5669,-78.1162,25.85,41,1,4.49,CA,1722722043
448,greater sudbury,46.49,-80.99,30.54,29,0,3.13,CA,1722721991
449,gilgit,35.9221,74.3087,26.02,62,46,1.79,PK,1722722139
450,neryungri,56.6709,124.6491,13.33,80,100,1.88,RU,1722722140
451,arroyo,41.6096,-4.7969,24.02,33,0,4.63,ES,1722722141
452,tura,25.5198,90.2201,23.68,97,98,2.1,IN,1722722142
453,magadan,59.5667,150.8,13.98,53,5,1.37,RU,1722722143
454,ebaye,8.7748,167.7392,29.01,79,40,2.06,MH,1722722144
455,zardob,40.2183,47.7083,25.91,53,92,2.7,AZ,1722722146
456,buala,-8.145,159.5921,27.67,78,100,2.67,SB,1722722148
457,ratnagiri,16.9833,73.3,26.4,86,100,7.29,IN,1722722149
458,kangding,30.0513,101.9603,16.64,93,100,1.2,CN,1722722150
459,bereeda,11.8704,51.0579,29.54,65,8,1.58,SO,1722722151
460,timimoun,29.2639,0.231,36.21,10,0,3.09,DZ,1722722153
461,egilsstadir,65.2653,-14.3948,9.95,87,40,4.63,IS,1722722154
462,trinidad,-14.8333,-64.9,32.99,49,20,2.57,BO,1722722155
463,kyaukse,21.6,96.1333,25.18,86,97,2.54,MM,1722722156
464,horta,38.5333,-28.6333,24.8,85,20,3.6,PT,1722722157
465,dzhalagash,45.0833,64.6667,25.5,30,0,3.25,KZ,1722722159
466,juneau,58.3019,-134.4197,18.0,86,75,3.09,US,1722722161
467,villa regina,-39.1,-67.0667,15.55,20,44,2.68,AR,1722722162
468,khujner,23.7833,76.6,24.34,93,100,5.46,IN,1722722163
469,dabeiba,7.0017,-76.2672,23.47,97,100,1.06,CO,1722722164
470,emure-ekiti,7.4361,5.4593,21.19,98,98,1.72,NG,1722722165
471,wad medani,14.4012,33.5199,27.62,65,100,4.45,SD,1722722166
472,zouerate,22.7187,-12.4521,33.95,36,65,5.95,MR,1722722101
473,bayanhongor,46.7167,100.1167,7.98,70,10,1.1,MN,1722722169
474,frutigen,46.5878,7.6475,19.04,94,57,0.22,CH,1722722170
475,pariaman,-0.619,100.12,24.03,88,73,1.85,ID,1722722171
476,undurkhaan,47.3194,110.6556,14.4,83,3,2.25,MN,1722722172
477,soio,-6.1349,12.3689,19.99,89,0,2.94,AO,1722722173
478,hirara,24.8,125.2833,27.92,89,40,3.6,JP,1722722174
479,lauro de freitas,-12.8944,-38.3272,25.01,69,40,6.17,BR,1722722044
480,portage la prairie,49.9728,-98.2926,22.72,44,3,5.21,CA,1722721897
481,havre,49.5833,0.3333,17.97,88,100,6.17,FR,1722722179
482,zavetnoye,47.1194,43.8903,24.26,30,16,3.62,RU,1722722180
483,jinghong,21.991,100.7341,21.49,99,100,0.43,CN,1722722181
484,as sulayyil,20.4607,45.5779,37.14,17,98,2.04,SA,1722722182
485,huayucachi,-12.1333,-75.2333,17.15,39,57,2.65,PE,1722722183
486,jayapura,-2.5333,140.7,25.66,94,90,2.39,ID,1722722185
487,holualoa,19.6228,-155.9522,28.26,73,0,6.17,US,1722722186
488,opuwo,-18.0607,13.84,18.16,39,0,2.56,NA,1722722187
489,kidal,18.4411,1.4078,27.16,64,22,6.96,ML,1722722188
490,khilok,51.3674,110.4676,13.06,99,100,1.7,RU,1722722189
491,mushie,-3.0167,16.9,28.39,35,33,0.93,CD,1722722190
492,yatou,37.15,122.3833,26.43,93,2,2.55,CN,1722722191
493,mejit,10.2753,170.8646,28.1,77,9,2.86,MH,1722722193
494,nyala,12.05,24.8833,23.98,79,83,4.55,SD,1722722194
495,oneonta,42.4529,-75.0638,25.72,95,90,4.84,US,1722722089
496,page,36.9147,-111.4558,36.88,23,0,1.79,US,1722722196
497,annaba,36.9,7.7667,26.98,69,0,1.03,DZ,1722722197
498,hami,42.8,93.45,28.23,22,41,4.22,CN,1722722198
499,prince george,53.9166,-122.753,27.57,41,0,1.03,CA,1722722074
500,severnoye,56.3491,78.3619,16.91,97,100,2.52,RU,1722722201
501,nar'yan-mar,67.6713,53.087,8.7,84,71,7.73,RU,1722722202
502,fort st. john,56.2499,-120.8529,23.94,31,40,1.54,CA,1722722203
503,mwene-ditu,-7.0,23.45,24.31,29,44,1.8,CD,1722722204
504,myitkyina,25.3833,97.4,23.48,100,100,0.27,MM,1722722205
505,mumford,5.2618,-0.759,23.06,93,55,3.78,GH,1722722206
506,usogorsk,63.4106,48.6872,15.24,93,91,3.01,RU,1722722207
507,newman,37.3138,-121.0208,40.03,15,24,2.47,US,1722722208
508,boundiali,9.5217,-6.4869,21.71,94,64,1.97,CI,1722722210
509,abadan,30.3392,48.3043,31.97,25,0,3.09,IR,1722722211
510,dunedin,-45.8742,170.5036,6.0,93,87,4.04,NZ,1722722212
511,vilyuchinsk,52.9306,158.4028,17.15,75,100,0.35,RU,1722722213
512,dobrich,43.5667,27.8333,20.72,93,58,3.9,BG,1722722214
513,sao miguel do araguaia,-13.275,-50.1628,27.37,29,0,1.6,BR,1722722215
514,pisco,-13.7,-76.2167,18.03,77,0,4.63,PE,1722722216
515,puerto madero,14.7208,-92.4215,28.49,78,83,2.97,MX,1722722218
516,ta`u,-14.2336,-169.5144,26.39,66,74,4.36,AS,1722722219
517,al kharijah,25.4514,30.5464,33.5,19,12,3.21,EG,1722722220
518,karkira,36.9292,6.5856,23.44,87,0,2.29,DZ,1722722221
519,acapulco de juarez,16.8634,-99.8901,30.9,70,75,2.57,MX,1722721980
520,macia,-25.0269,33.0989,17.43,96,0,2.08,MZ,1722722223
521,kununurra,-15.7667,128.7333,13.99,94,9,0.0,AU,1722722224
522,woolgoolga,-30.1106,153.2007,8.93,74,46,1.59,AU,1722722225
523,creil,49.2567,2.4848,19.9,95,89,2.67,FR,1722722227
524,ruteng,-8.6136,120.4721,15.29,93,92,1.19,ID,1722722228
525,eyl,7.9803,49.8164,25.79,70,79,10.19,SO,1722722229
526,catumbela,-12.4314,13.5472,20.21,86,99,2.17,AO,1722722230
527,ghadamis,30.1337,9.5007,35.6,12,3,4.11,LY,1722722231
528,enriquillo,17.9,-71.2333,32.82,65,62,3.58,DO,1722722232
529,brisas de zicatela,15.8369,-97.0419,29.29,89,75,3.09,MX,1722722233
530,new norfolk,-42.7826,147.0587,8.73,86,59,1.67,AU,1722722235
531,laborde,-33.1532,-62.8566,12.68,33,0,3.3,AR,1722722236
532,chhatak,25.0333,91.6667,24.69,94,100,2.05,BD,1722722238
533,laela,-8.5667,32.05,14.67,38,24,1.38,TZ,1722722239
534,waddan,29.1614,16.139,29.63,21,0,3.55,LY,1722722240
535,korkuteli,37.065,30.1957,22.48,40,1,2.06,TR,1722722242
536,morehead city,34.7229,-76.726,31.03,82,0,7.72,US,1722722243
537,sidi khaled,34.387,4.9879,33.04,25,0,6.6,DZ,1722722244
538,floro,61.5996,5.0328,17.04,94,100,6.69,NO,1722722245
539,samarinda,-0.5,117.15,22.78,99,100,1.12,ID,1722722246
540,dhari,21.3333,71.0167,25.21,92,100,7.33,IN,1722722247
541,novyy urengoy,66.0833,76.6333,17.05,92,100,4.0,RU,1722722248
542,koundara,12.4833,-13.3,23.77,94,100,4.29,GN,1722722249
543,labytnangi,66.6572,66.4183,12.75,84,100,10.6,RU,1722722251
544,kushikino,31.7167,130.2667,27.81,84,42,1.17,JP,1722722252
545,zhangjiajie,29.1294,110.4783,24.75,89,11,1.23,CN,1722722253
546,senanga,-16.1167,23.2667,15.94,19,1,2.15,ZM,1722722254
547,netley,50.8763,-1.354,16.71,74,84,3.61,GB,1722722255
548,altamont,42.2068,-121.7372,28.91,41,75,5.66,US,1722722256
549,imbituba,-28.24,-48.6703,20.48,92,0,5.77,BR,1722722257
550,russkaya polyana,49.417,31.9201,17.25,94,92,3.93,UA,1722722258
551,sola,-13.8833,167.55,25.37,89,100,5.14,VU,1722722260
552,dhidhdhoo,6.8833,73.1,28.46,73,92,6.19,MV,1722722261
553,vredendal,-31.6683,18.5012,11.22,91,46,5.48,ZA,1722722262
554,mont-dore,-22.2833,166.5833,20.0,99,35,4.7,NC,1722722263
555,sougueur,35.1857,1.4961,25.07,34,0,2.06,DZ,1722722264
556,nishinoomote,30.7333,131.0,28.74,76,62,1.31,JP,1722722265
557,eirunepe,-6.6603,-69.8736,29.09,57,97,1.23,BR,1722722266
558,tocopilla,-22.092,-70.1979,17.82,68,9,1.58,CL,1722721913
